Code,GCD,PLD,LCD,PLD-a,PLD-b,PLD-c,LCD-a,LCD-b,LCD-c,Unitcell_volume,Density,AV_A^3,AV_Volume_fraction,AV_cm^3/g,NAV_A^3,NAV_Volume_fraction,NAV_cm^3/g,Number of channels,Min dimension of channel,Max dimension of channel,ASA_A^2,ASA_m^2/cm^3,ASA_m^2/g,NASA_A^2,NASA_m^2/cm^3,NASA_m^2/g,Minimum Z,Maximum Z,Range Z,Mean Z,Std_dev Z,Minimum van_der_waals_radius,Maximum van_der_waals_radius,Range van_der_waals_radius,Mean van_der_waals_radius,Std_dev van_der_waals_radius,Minimum mendeleev_no,Maximum mendeleev_no,Range mendeleev_no,Mean mendeleev_no,Std_dev mendeleev_no,Minimum molar_volume,Maximum molar_volume,Range molar_volume,Mean molar_volume,Std_dev molar_volume,Minimum thermal_conductivity,Maximum thermal_conductivity,Range thermal_conductivity,Mean thermal_conductivity,Std_dev thermal_conductivity,Minimum boiling_point,Maximum boiling_point,Range boiling_point,Mean boiling_point,Std_dev boiling_point,Minimum melting_point,Maximum melting_point,Range melting_point,Mean melting_point,Std_dev melting_point,Minimum liquid_Range,Maximum liquid_Range,Range liquid_range,Mean liquid_range,Std_dev liquid_range,Ring topology size-3,Ring topology size-4,Ring topology size-5,Ring topology size-6,Ring topology size-7,Ring topology size-8,Ring topology size-9,Ring topology size-10,Ring topology size-11,Ring topology size-12,Ring topology size-13,Ring topology size-14,Ring topology size-15,Ring topology size-16,Ring topology size-17,Ring topology size-18,Ring topology size-19,Ring topology size-20,Ring topology size-21,Ring topology size-22,Ring topology size-23,Ring topology size-24,Ring topology size-25,Ring topology size-26,Ring topology size-27,Ring topology size-28,Ring topology size-29,Ring topology size-30,Cluster
1079,6.33513,4.68089,6.16531,4.68089,3.43994,2.46834,6.16531,5.96519,6.33513,851.82,1.39693,101.281,0.1189,0.0851155,0,0,0,1,2,2,161.279,1893.35,1355.37,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0.052631579,0.157894737,0.315789474,0.052631579,0.210526316,0.052631579,0,0,0.157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1080,8.81129,7.25137,8.81129,7.25137,1.62747,1.56118,8.81129,8.43384,8.81129,1897.84,1.68228,322.253,0.1698,0.100934,0,0,0,1,1,1,267.819,1411.18,838.847,0.00379856,0.0200152,0.0118977,8,14,6,9.854166667,3.733630941,1.52,2.1,0.58,1.675416667,0.328474207,80,101,21,94.9375,12.30365799,10,17.36,7.36,15.29291667,4.221194679,0.02658,235,234.97342,62.41355333,129.5493208,90.2,3173,3082.8,1062.2375,1951.885606,54.8,1687,1632.2,488.976875,921.2315278,35.4,1858.53,1823.13,573.260625,1087.196693,0.020408163,0.12244898,0.387755102,0.346938776,0.040816327,0.081632653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1081,9.91182,8.73989,9.91182,8.73989,1.43769,1.75548,9.91182,8.97713,9.06734,3052.5,1.56889,639.804,0.2096,0.133597,0,0,0,1,1,1,442.457,1449.49,923.893,1.74164,5.70563,3.63672,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0.012987013,0.168831169,0.298701299,0.311688312,0.194805195,0.012987013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1082,4.1767,2.51568,4.1767,2.51568,2.11687,2.29777,4.1767,4.1767,3.89684,1006.62,1.77316,0,0,0,12.7841,0.0127,0.00716236,0,0,0,0,0,0,74.1964,737.085,415.691,8,14,6,9.888888889,3.820994635,1.52,2.1,0.58,1.684444444,0.345919066,80,101,21,95.11111111,12.00833044,10,17.36,7.36,15.36444444,4.094462114,0.02658,235,234.97342,59.46216444,124.059398,90.2,3173,3082.8,1075.466667,1988.294065,54.8,1687,1632.2,515.1411111,971.2994236,35.4,1858.53,1823.13,560.3255556,1066.199553,0.025641026,0.153846154,0.076923077,0.179487179,0.179487179,0.333333333,0,0.051282051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1083,6.78768,5.85678,6.78694,5.85678,4.00109,1.20695,6.78694,6.49657,6.47369,692.301,1.44116,144.483,0.2087,0.144814,0,0,0,1,2,2,152.852,2207.89,1532.02,0,0,0,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10,17.36,7.36,15.25,4.302983461,0.02658,235,234.97342,64.18438667,132.9250288,90.2,3173,3082.8,1054.3,1934.463424,54.8,1687,1632.2,473.2783333,891.7012048,35.4,1858.53,1823.13,581.0216667,1101.790261,0,0.363636364,0.545454545,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1084,12.37845,8.79481,12.32016,8.79481,1.701,1.56975,12.32016,12.37845,11.93866,5835.95,1.64122,1415.8,0.2426,0.147817,0,0,0,1,1,1,726.647,1245.12,758.655,0.427338,0.732251,0.446162,8,14,6,9.840277778,3.801327239,1.52,2.1,0.58,1.678611111,0.341491512,80,101,21,95.1875,12.10250411,10,17.36,7.36,15.38694444,4.133687805,0.02658,235,234.97342,59.01096014,125.6986683,90.2,3173,3082.8,1051.4125,1980.545403,54.8,1687,1632.2,498.5735417,958.5600858,35.4,1858.53,1823.13,552.8389583,1073.133024,0.005952381,0.142857143,0.238095238,0.303571429,0.226190476,0.05952381,0.017857143,0.005952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1085,5.52203,3.38615,5.46322,3.38615,2.62242,2.19166,5.46322,5.51467,5.29175,671.799,1.47423,56.5654,0.0842,0.0571146,1.20924,0.0018,0.00122098,1,1,1,116.163,1729.13,1172.91,5.18029,77.1108,52.3058,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10,17.36,7.36,15.25,4.302983461,0.02658,235,234.97342,64.18438667,132.9250288,90.2,3173,3082.8,1054.3,1934.463424,54.8,1687,1632.2,473.2783333,891.7012048,35.4,1858.53,1823.13,581.0216667,1101.790261,0,0.16,0,0.2,0,0.2,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1086,6.52904,4.01116,6.52904,4.01116,1.96832,1.71669,6.52904,6.51137,6.52904,764.086,1.56692,85.5013,0.1119,0.071414,0.305634,0.0004,0.000255278,1,1,1,122.737,1606.33,1025.15,6.57246,86.0173,54.8958,4,15,11,9.9375,4.150405937,1.52,2.1,0.58,1.625138889,0.218982974,77,101,24,95.61805556,11.15211325,4.85,17.36,12.51,16.01125,4.000860048,0.02658,235,234.97342,37.86936875,116.0038104,90.2,3173,3082.8,645.7847222,1423.825496,54.8,1687,1632.2,280.7300694,568.781399,35.4,1858.53,1823.13,365.0546528,892.4759781,0,0.3125,0.25,0.25,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1087,8.15891,6.21875,8.1164,6.2061,1.77194,6.21875,8.13633,6.55337,8.1164,1858.42,1.27959,547.491,0.2946,0.230229,0,0,0,1,2,2,372.064,2002.04,1564.59,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0,0.219512195,0.365853659,0.292682927,0.12195122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1088,8.17322,5.59721,8.03547,5.59721,2.49818,2.98383,8.03547,8.17322,8.17322,1552.93,1.54194,278.285,0.1792,0.116217,0,0,0,1,2,2,277.618,1787.71,1159.39,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0.090909091,0.151515152,0.303030303,0.212121212,0.242424242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1089,6.66969,3.49908,6.66969,3.49908,1.74443,1.74384,6.66969,6.66514,6.66514,702.269,1.70485,78.1625,0.1113,0.0652844,0.210681,0.0003,0.000175969,1,1,1,108.671,1547.43,907.664,1.30955,18.6475,10.9379,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0,0.3125,0.25,0.25,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1090,7.13205,5.68913,7.13205,4.87031,5.68913,1.4789,7.13205,7.13205,6.83718,998.252,1.19936,219.116,0.2195,0.183015,0,0,0,1,2,2,228.771,2291.72,1910.79,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0,0.333333333,0.533333333,0,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1091,6.32842,4.33141,6.31979,4.33141,3.15478,2.8457,6.31979,6.32307,6.32842,514.813,1.55042,79.1783,0.1538,0.0991992,0,0,0,1,3,3,123.773,2404.24,1550.71,0,0,0,8,15,7,9.966666667,3.922259575,1.52,2.1,0.58,1.648666667,0.272960246,80,101,21,95.5,11.31152703,10,17.36,7.36,15.81466667,3.845069972,0.02658,235,234.97342,46.37465333,120.0541528,90.2,3173,3082.8,804.7,1664.360085,54.8,1687,1632.2,361.426,738.2821972,35.4,1858.53,1823.13,443.274,973.9265779,0,0.294117647,0,0.176470588,0,0.117647059,0,0,0,0.411764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1092,9.42512,5.61117,9.35681,5.61117,3.0398,5.39628,9.35681,9.42512,9.42512,3406.08,1.39742,839.257,0.2464,0.176325,0,0,0,1,3,3,660.798,1940.06,1388.31,0,0,0,4,14,10,9.930555556,4.256390911,1.52,2.1,0.58,1.709375,0.405800676,77,101,24,95.61111111,11.41623394,4.85,17.36,12.51,15.54326389,3.935698829,0.02658,190,189.97342,50.29549778,106.2109118,90.2,3173,3082.8,1114.806944,2163.169445,54.8,1687,1632.2,597.9847222,1146.543536,35.4,1486,1450.6,516.8222222,1016.770569,0.025974026,0.181818182,0.415584416,0.207792208,0.116883117,0.051948052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1093,4.14883,3.31307,3.99606,3.31307,2.30165,2.26195,3.99606,4.11942,4.10941,456.207,1.77556,16.4235,0.036,0.0202753,0,0,0,2,1,1,68.4007,1499.33,844.428,0,0,0,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10,17.36,7.36,15.25,4.302983461,0.02658,235,234.97342,64.18438667,132.9250288,90.2,3173,3082.8,1054.3,1934.463424,54.8,1687,1632.2,473.2783333,891.7012048,35.4,1858.53,1823.13,581.0216667,1101.790261,0,0.363636364,0,0.363636364,0,0.272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1094,10.2894,9.43229,10.2894,9.43229,6.91902,1.13461,10.2894,10.2894,9.94245,3622.42,1.37664,1377.61,0.3803,0.276252,0,0,0,1,2,2,638.312,1762.11,1280.01,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0.009708738,0.233009709,0.310679612,0.281553398,0.058252427,0.077669903,0.029126214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1095,10.88613,9.09671,10.88613,9.09671,9.09671,1.7748,10.88613,10.88613,10.69977,3751.36,1.27662,1588.33,0.4234,0.331658,0,0,0,1,2,2,601.225,1602.69,1255.42,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0.047619048,0.154761905,0.19047619,0.226190476,0.321428571,0.05952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1096,7.11825,5.23739,7.11825,5.23739,4.53707,1.38058,7.11825,7.11825,7.11825,919.886,1.30153,183.793,0.1998,0.153511,0,0,0,1,2,2,195.811,2128.65,1635.49,0,0,0,3,14,11,9.920454545,4.270105073,1.52,2.1,0.58,1.710113636,0.405188553,12,101,89,95.35984848,13.65271015,4.85,17.36,12.51,15.56965909,3.83494281,0.02658,190,189.97342,49.92302303,105.4927714,90.2,3173,3082.8,1110.265909,2156.925281,54.8,1687,1632.2,593.7139773,1142.4838,35.4,1486,1450.6,516.5519318,1015.826692,0.090909091,0.181818182,0.545454545,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1097,12.05153,10.0788,11.87052,9.56365,10.0788,1.35024,11.30508,11.87052,11.63261,4530.67,1.0526,1893.82,0.418,0.397112,0,0,0,1,2,2,681.514,1504.22,1429.06,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0,0.162162162,0.283783784,0.337837838,0.175675676,0.013513514,0.027027027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1098,5.87838,3.9321,5.81349,3.48941,1.67121,3.9321,5.82075,5.82075,5.81349,825.283,1.45073,98.5387,0.1194,0.0823034,0,0,0,1,2,2,171.371,2076.52,1431.36,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0.0625,0.125,0.375,0.1875,0,0.0625,0,0,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1099,7.10375,5.70434,7.10375,4.72015,5.70434,1.63148,7.10375,7.10375,6.67553,2069.98,1.53268,377.772,0.1825,0.119072,0,0,0,1,2,2,426.856,2062.12,1345.43,0.812892,3.92705,2.56221,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0.018518519,0.185185185,0.240740741,0.277777778,0.222222222,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1100,7.03385,5.80894,7.03385,5.80894,1.71092,1.60605,7.03385,6.79047,6.78233,1595.77,1.50054,278.463,0.1745,0.116291,0,0,0,1,1,1,303.929,1904.58,1269.27,0.000949641,0.00595097,0.00396589,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0,0.194444444,0.25,0.444444444,0.055555556,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1101,6.16144,5.14721,6.16144,5.14721,5.06304,1.37493,6.16144,6.16144,6.16144,1214.28,1.46245,216.02,0.1779,0.121645,0,0,0,1,2,2,248.483,2046.34,1399.26,0,0,0,8,14,6,9.861111111,3.749716192,1.52,2.1,0.58,1.677222222,0.331917219,80,101,21,94.97222222,12.24131714,10,17.36,7.36,15.30722222,4.194939824,0.02658,235,234.97342,61.82327556,128.4404939,90.2,3173,3082.8,1064.883333,1958.415043,54.8,1687,1632.2,494.2097222,931.1312459,35.4,1858.53,1823.13,570.6736111,1082.670983,0,0.153846154,0.346153846,0.384615385,0.115384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1102,15.00161,10.69531,15.00161,10.69531,7.87237,8.64943,15.00161,12.67032,14.49276,7765.49,1.23342,3180.74,0.4096,0.332085,0,0,0,1,3,3,1150.43,1481.47,1201.11,0,0,0,8,14,6,9.854166667,3.733630941,1.52,2.1,0.58,1.675416667,0.328474207,80,101,21,94.9375,12.30365799,10,17.36,7.36,15.29291667,4.221194679,0.02658,235,234.97342,62.41355333,129.5493208,90.2,3173,3082.8,1062.2375,1951.885606,54.8,1687,1632.2,488.976875,921.2315278,35.4,1858.53,1823.13,573.260625,1087.196693,0.013422819,0.174496644,0.382550336,0.194630872,0.161073826,0.040268456,0.006711409,0.013422819,0.013422819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1103,6.36816,4.57221,6.36816,4.57221,3.58092,2.8281,6.36816,6.36816,6.36816,536.348,1.48816,84.5821,0.1577,0.105969,0,0,0,1,3,3,123.556,2303.65,1547.98,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0,0.388888889,0,0.166666667,0,0.277777778,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1104,9.09879,7.2533,8.82456,7.2533,6.95063,1.96706,8.82456,9.09879,9.08921,3454.77,1.37666,940.735,0.2723,0.197798,0,0,0,1,2,2,558.284,1615.98,1173.84,0.706533,2.04509,1.48555,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0.04109589,0.150684932,0.342465753,0.260273973,0.123287671,0.082191781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1105,5.55267,3.90772,5.55267,3.90772,2.81851,1.7084,5.55267,5.48522,5.10384,1032.46,1.53728,76.815,0.0744,0.0483971,0,0,0,1,2,2,155.527,1506.38,979.896,0.855626,8.28726,5.39085,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0.035714286,0.178571429,0.178571429,0.214285714,0,0.142857143,0,0.214285714,0,0.035714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1106,8.03742,5.30185,7.91397,5.30185,2.05217,2.3763,7.91397,8.00429,7.6772,1521.36,1.58713,256.653,0.1687,0.106292,0,0,0,1,1,1,241.034,1584.33,998.238,1.21744,8.00231,5.042,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0.025,0.175,0.1,0.35,0.225,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1107,4.16496,3.22654,4.12679,3.22654,1.84268,1.81723,4.12679,4.16496,4.16496,398.729,1.49215,12.9188,0.0324,0.0217136,0,0,0,1,1,1,49.0983,1231.37,825.231,0,0,0,8,14,6,9.958333333,4.054718331,1.52,2.1,0.58,1.7025,0.383880769,80,101,21,95.45833333,11.53143851,10,17.36,7.36,15.5075,3.869395014,0.02658,235,234.97342,53.55938667,113.0893144,90.2,3173,3082.8,1101.925,2092.509704,54.8,1687,1632.2,567.4695833,1079.616245,35.4,1858.53,1823.13,534.4554167,1036.066669,0,0.222222222,0,0.666666667,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1108,3.31817,2.07088,3.31817,1.92133,1.83164,2.07088,3.30413,3.30413,3.31817,550.085,2.1765,0,0,0,1.2652,0.0023,0.00105674,0,0,0,0,0,0,15.4545,280.947,129.082,8,14,6,9.861111111,3.749716192,1.52,2.1,0.58,1.677222222,0.331917219,80,101,21,94.97222222,12.24131714,10,17.36,7.36,15.30722222,4.194939824,0.02658,235,234.97342,61.82327556,128.4404939,90.2,3173,3082.8,1064.883333,1958.415043,54.8,1687,1632.2,494.2097222,931.1312459,35.4,1858.53,1823.13,570.6736111,1082.670983,0,0.1,0.2,0.3,0.3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1109,4.69369,4.14977,4.69369,4.14977,1.35333,1.35333,4.69369,4.69369,4.64206,735.957,1.62681,46.6597,0.0634,0.038972,0,0,0,1,1,1,121.111,1645.63,1011.57,0,0,0,8,14,6,9.875,3.783937343,1.52,2.1,0.58,1.680833333,0.338864826,80,101,21,95.04166667,12.12161567,10,17.36,7.36,15.33583333,4.143828,0.02658,235,234.97342,60.64272,126.2412155,90.2,3173,3082.8,1070.175,1972.588904,54.8,1687,1632.2,504.6754167,951.0799633,35.4,1858.53,1823.13,565.4995833,1074.112826,0,0,0.52173913,0.173913043,0,0,0,0.304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1110,9.39672,5.56225,9.39242,5.56225,2.05371,2.55757,9.39242,9.39242,8.73494,2053.87,1.54377,397.835,0.1937,0.125472,10.064,0.0049,0.00317405,1,1,1,329.141,1602.54,1038.07,31.8282,154.967,100.382,8,14,6,9.95,4.242640687,1.52,2.1,0.58,1.7085,0.410121933,85,101,16,95.8,11.3137085,12.06,17.36,5.3,15.6375,3.74766594,0.02658,150,149.97342,48.7679415,106.0472223,90.2,3173,3082.8,1092.11,2179.868785,54.8,1687,1632.2,585.265,1154.139688,35.4,1486,1450.6,506.845,1025.729097,0.022222222,0.266666667,0.222222222,0.266666667,0.133333333,0.044444444,0,0.044444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1111,5.19199,3.601,5.19199,3.09082,1.5277,3.601,5.18787,3.98192,5.19199,711.366,1.68305,49.0842,0.069,0.0409971,0,0,0,1,2,2,130.951,1840.84,1093.75,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0,0.233333333,0,0.166666667,0,0.233333333,0,0.266666667,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1112,9.54594,8.81472,9.54594,8.81472,8.52493,1.18095,9.54594,9.48744,9.5102,2542.23,1.40039,777.922,0.306,0.21851,0,0,0,1,2,2,339.331,1334.78,953.148,2.21361,8.70737,6.21782,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0,0.109375,0.296875,0.296875,0.125,0.140625,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1113,11.15817,9.66762,11.0365,9.66762,6.74278,6.54142,11.0365,10.6376,11.15817,3975.97,1.19836,1426.58,0.3588,0.29941,0,0,0,1,3,3,734.29,1846.82,1541.12,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0.029850746,0.268656716,0.373134328,0.23880597,0.059701493,0.029850746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1114,8.69316,7.48897,8.60794,7.48897,1.68661,1.59172,8.60794,8.27036,8.27036,2589.82,1.84918,433.276,0.1673,0.0904723,0,0,0,1,1,1,330.848,1277.5,690.843,0.0398849,0.154007,0.0832836,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0,0.158536585,0.317073171,0.256097561,0.158536585,0.109756098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
